Unnamed: 0,Date,Day of Week,Client Name,Client Name.1, & Agency,Package,Package Type,Mix,Clients,Type,Type.1,Overwrite Check,Overwrite Check.1,AM Activity,AM Time,AM Guide,Comments,Unnamed: 18,PM Activity,PM Time,PM Guide,Comments.1,Unnamed: 23,SG,AM,AM.1,PM,PM.1,SG.1,Prv,Prv.1,drifts,Unnamed: 33,Ability, Confirm 24 hrs ,Signed,email sent,BOAT,NOTES/REQUESTS
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26-Jul-25,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,41754478 - Jamel Tyrice,41754478 - Jamel Tyrice 27-Jul-25,611965,BCE 4NSP,Small Group,2A,2,Departure,Other,Airport Drop-Off,No Activity,Airport Drop-Off,11:40:00 AM,Zephaniah,,,No Activity,,No Guide,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Moderate,False,False,True,,
,27-Jul-25,Sunday,43428572 - Raymon Kason,43428572 - Raymon Kason 27-Jul-25,611965,BCE 4NSP,Small Group,2A,2,Departure,Other,Airport Drop-Off,No Activity,Airport Drop-Off,11:40:00 AM,Zephaniah,,,No Activity,,No Guide,,,,,,,,,,,,,Moderate,False,False,True,,
,27-Jul-25,Sunday,49142167 - Mahala Darah,49142167 - Mahala Darah 27-Jul-25,557156 - WELTREISE-TRAUM,BCE 3NSP,Small Group,2A,2,Nature Walk,Nature Walk,Via Ferrata - SG,BelCo Valley Hike - Half Day - SG,Highlights of the BelCo Valley - SG,9:00:00 AM,Kyana,,,Highlights of the BelCo Valley - SG,2:00:00 PM,Kyana,,,,,,,,,,,,,Moderate,False,False,True,,
,27-Jul-25,Sunday,42084151 - Camie Kamilla,42084151 - Camie Kamilla 27-Jul-25,,BCE 4NSP,Small Group,2A,2,Via Ferrata,Hiking,Via Ferrata - SG,BelCo Valley Hike - Half Day - SG,Via Ferrata - SG,9:00:00 AM,Smith,,,BelCo Valley Hike - Half Day - SG,2:00:00 PM,Smith,,,,,,,,,,,,,Moderate,False,False,True,,
,27-Jul-25,Sunday,45772504 - Jajuan Michal,45772504 - Jajuan Michal 27-Jul-25,,BCE/BAR,Nightly,2A,2,Via Ferrata,Drift,No Activity - Nightly,No Activity - Nightly,Via Ferrata - SG,9:00:00 AM,Smith,,,Atnarko Scenic River Drift - SG,-,Zephaniah,,,,,,,,,,,,,Difficult,False,False,False,,
,27-Jul-25,Sunday,40591831 - Matthieu Jamell,40591831 - Matthieu Jamell 27-Jul-25,,BCE/BAR,Nightly,2A1Y1C,4,Arrival,Other,No Activity - Nightly,No Activity - Nightly,Self-Drive - Arrival,-,No Guide,,,No Activity - Nightly,-,No Guide,,,,,,,,,,,,,Easy,False,False,False,,
,27-Jul-25,Sunday,42127570 - Tully Russel,42127570 - Tully Russel 27-Jul-25,,BCE/BAR,Nightly,1A,1,Other,Other,No Activity - Nightly,No Activity - Nightly,No Activity - Nightly,9:00:00 AM,,,,No Activity - Nightly,2:00:00 PM,,,,,,,,,,,,,,Difficult,False,False,False,,
,27-Jul-25,Sunday,45437875 - Torri Allyson,45437875 - Torri Allyson 27-Jul-25,630161,BCE 3NSP,Small Group,2A,2,Arrival,Other,Airport Pick-Up,Airport Pick-Up,Airport Pick-Up,11:07:00 AM,Zephaniah,,,No Activity,,,,,,,,,,,,,,,Moderate,False,False,False,,
,27-Jul-25,Sunday,48576730 - Teron Joni,48576730 - Teron Joni 27-Jul-25,,BCE/BAR,Nightly,2A,2,Other,Drift,No Activity - Nightly,No Activity - Nightly,No Activity - Nightly,9:00:00 AM,,,,Atnarko Scenic River Drift - SG,-,Zephaniah,,,,,,,,,,,,,Easy,False,False,False,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27-Jul-25,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,49142167 - Mahala Darah,49142167 - Mahala Darah 28-Jul-25,557156 - WELTREISE-TRAUM,BCE 3NSP,Small Group,2A,2,Departure,Other,Airport Drop-Off,No Activity,Airport Drop-Off,11:40:00 AM,Zephaniah,,,No Activity,,No Guide,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Moderate,False,False,True,,
,28-Jul-25,Monday,42084151 - Camie Kamilla,42084151 - Camie Kamilla 28-Jul-25,,BCE 4NSP,Small Group,2A,2,Hiking,Hiking,Highlights of the BelCo Valley - SG,Highlights of the BelCo Valley - SG,Hike in the Rainbow Range - SG,9:00:00 AM,Smith,,,Hike in the Rainbow Range - SG,2:00:00 PM,Smith,,,,,,,,,,,,,Moderate,False,False,True,,
,28-Jul-25,Monday,45772504 - Jajuan Michal,45772504 - Jajuan Michal 28-Jul-25,,BCE/BAR,Nightly,2A,2,Hiking,Hiking,No Activity - Nightly,No Activity - Nightly,Hike in the Rainbow Range - SG,9:00:00 AM,Smith,,,Hike in the Rainbow Range - SG,2:00:00 PM,Smith,,,,,,,,,,,,,Difficult,False,False,False,,
,28-Jul-25,Monday,40914561 - Vaughan Gustave,40914561 - Vaughan Gustave 28-Jul-25,,BCE 3NSP,Small Group,2A2Y,4,Arrival,Other,Airport Pick-Up,Airport Pick-Up,Airport Pick-Up,11:07:00 AM,Zephaniah,,,No Activity,,No Guide,,,,,,,,,,,,,Moderate,False,False,True,,
,28-Jul-25,Monday,40591831 - Matthieu Jamell,40591831 - Matthieu Jamell 28-Jul-25,,BCE/BAR,Nightly,2A1Y1C,4,Other,Other,No Activity - Nightly,No Activity - Nightly,No Activity - Nightly,-,No Guide,,,Custom Activity,-,Ilda,,,,,,,,,,,,,Easy,False,False,False,,
,28-Jul-25,Monday,42127570 - Tully Russel,42127570 - Tully Russel 28-Jul-25,,BCE/BAR,Nightly,1A,1,Other,Other,No Activity - Nightly,No Activity - Nightly,No Activity - Nightly,9:00:00 AM,,,,No Activity - Nightly,2:00:00 PM,,,,,,,,,,,,,,Difficult,False,False,False,,
,28-Jul-25,Monday,45437875 - Torri Allyson,45437875 - Torri Allyson 28-Jul-25,630161,BCE 3NSP,Small Group,2A,2,Drift,Nature Walk,Atnarko Scenic River Drift - SG,Interpretive Nature Walk - Half Day - SG,Atnarko Scenic River Drift - SG,9:00:00 AM,Ilda,,,Interpretive Nature Walk - Half Day - SG,2:00:00 PM,Zephaniah,,,,,,,,,,,,,Moderate,False,False,False,,
,28-Jul-25,Monday,48576730 - Teron Joni,48576730 - Teron Joni 28-Jul-25,,BCE/BAR,Nightly,2A,2,Drift,Nature Walk,No Activity - Nightly,No Activity - Nightly,Atnarko Scenic River Drift - SG,9:00:00 AM,Ilda,,,Interpretive Nature Walk - Half Day - SG,2:00:00 PM,Zephaniah,,,,,,,,,,,,,Easy,False,False,False,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,40568873 - Heavenly Dusty,40568873 - Heavenly Dusty 28-Jul-25,,BCE/BAR,Nightly,2A,2,Arrival,Other,No Activity - Nightly,No Activity - Nightly,Self-Drive - Arrival,TBD,,,,Dinner,7:00:00 PM,,,,,,,,,,,,,,TBD,False,False,False,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28-Jul-25,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,42084151 - Camie Kamilla,42084151 - Camie Kamilla 29-Jul-25,,BCE 4NSP,Small Group,2A,2,Departure,Departure,,No Activity,Self-Drive - Departure,-,No Guide,,,Self-Drive - Departure,,No Guide,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Moderate,False,False,True,,
,29-Jul-25,Tuesday,45772504 - Jajuan Michal,45772504 - Jajuan Michal 29-Jul-25,,BCE/BAR,Nightly,2A,2,Other,Departure,No Activity - Nightly,No Activity - Nightly,No Activity - Nightly,-,No Guide,,,Airport Drop-Off,4:20:00 PM,Zephaniah,,,,,,,,,,,,,Difficult,False,False,,,
,29-Jul-25,Tuesday,40914561 - Vaughan Gustave,40914561 - Vaughan Gustave 29-Jul-25,,BCE 3NSP,Small Group,2A2Y,4,Drift,Nature Walk,Atnarko Scenic River Drift - SG,Interpretive Nature Walk - Half Day - SG,Atnarko Scenic River Drift - SG,9:00:00 AM,Zephaniah,,,Interpretive Nature Walk - Half Day - SG,2:00:00 PM,Smith,,,,,,,,,,,,,Moderate,False,False,True,,
,29-Jul-25,Tuesday,40591831 - Matthieu Jamell,40591831 - Matthieu Jamell 29-Jul-25,,BCE/BAR,Nightly,2A1Y1C,4,Departure,Other,No Activity - Nightly,No Activity - Nightly,Self-Drive - Departure,-,No Guide,,,No Activity - Nightly,-,No Guide,,,,,,,,,,,,,Easy,False,False,,,
,29-Jul-25,Tuesday,44093542 - Daphne Austin,44093542 - Daphne Austin 29-Jul-25,,BCE 4NSP,Small Group,2A,2,Other,Arrival,,,No Activity,,,,,Airport Pick-Up,3:47:00 PM,Zephaniah,,,,,,,,,,,,,Arriving at 3:47 pm and returning to Vancouver Aug 2 at 12:25 pm,False,False,True,,
,29-Jul-25,Tuesday,42127570 - Tully Russel,42127570 - Tully Russel 29-Jul-25,,BCE/BAR,Nightly,1A,1,Other,Other,No Activity - Nightly,No Activity - Nightly,No Activity - Nightly,9:00:00 AM,,,,No Activity - Nightly,2:00:00 PM,,,,,,,,,,,,,,Difficult,False,False,False,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,45437875 - Torri Allyson,45437875 - Torri Allyson 29-Jul-25,630161,BCE 3NSP,Small Group,2A,2,Via Ferrata,Hiking,Via Ferrata - SG,BelCo Valley Hike - Half Day - SG,Via Ferrata - SG,9:00:00 AM,Ricardo,,,BelCo Valley Hike - Half Day - SG,2:00:00 PM,Ricardo,,,,,,,,,,,,,Moderate,False,False,False,,
,29-Jul-25,Tuesday,48576730 - Teron Joni,48576730 - Teron Joni 29-Jul-25,,BCE/BAR,Nightly,2A,2,Departure,Other,No Activity - Nightly,No Activity - Nightly,Self-Drive - Departure,TBD,,,,No Activity - Nightly,2:00:00 PM,,,,,,,,,,,,,,Easy,False,False,False,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,40568873 - Heavenly Dusty,40568873 - Heavenly Dusty 29-Jul-25,,BCE/BAR,Nightly,2A,2,Other,Other,No Activity - Nightly,No Activity - Nightly,No Activity - Nightly,9:00:00 AM,,,,No Activity - Nightly,7:00:00 PM,,,,,,,,,,,,,,TBD,False,False,False,,
,29-Jul-25,Tuesday,49695502 - Elsa Stephania,49695502 - Elsa Stephania 29-Jul-25,,BCE 3NP,Private,2A2C,4,Other,Arrival,Self-Drive - Arrival,Self-Drive - Arrival,No Activity,,,,,Self-Drive - Arrival,3:00:00 PM,,,,,,,,,,,,,,Moderate,False,False,False,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Jul-25,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,47082941 - Mirna Adella,47082941 - Mirna Adella 30-Jul-25,,BCE 3NSP,Small Group,2A,2,Arrival,Other,Airport Pick-Up,Airport Pick-Up,Airport Pick-Up,11:52:00 AM,Zephaniah,,,No Activity,,No Guide,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Easy,False,False,True,,
,30-Jul-25,Wednesday,40914561 - Vaughan Gustave,40914561 - Vaughan Gustave 30-Jul-25,,BCE 3NSP,Small Group,2A2Y,4,Via Ferrata,Other,Via Ferrata - SG,BelCo Valley Hike - Half Day - SG,Via Ferrata - SG,9:00:00 AM,Smith,,,Petroglyph Tour - SG,1:30:00 PM,Ricardo,,,,,,,,,,,,,Moderate,False,False,True,,
,30-Jul-25,Wednesday,49695502 - Elsa Stephania,49695502 - Elsa Stephania 30-Jul-25,,BCE 3NP,Private,2A2C,4,Drift,Nature Walk,Atnarko Scenic River Drift - Private,Interpretive Nature Walk - Half Day - Private,Atnarko Scenic River Drift - Private,9:00:00 AM,Ilda,,,Interpretive Nature Walk - Half Day - Private,2:00:00 PM,Ilda,,,,,,,,,,,,,Moderate,False,False,,,
,30-Jul-25,Wednesday,44093542 - Daphne Austin,44093542 - Daphne Austin 30-Jul-25,,BCE 4NSP,Small Group,2A,2,Drift,Nature Walk,Atnarko Scenic River Drift - SG,Interpretive Nature Walk - Half Day - SG,Atnarko Scenic River Drift - SG,9:00:00 AM,Ricardo,,,Interpretive Nature Walk - Half Day - SG,2:00:00 PM,Smith,,,,,,,,,,,,,Arriving at 3:47 pm and returning to Vancouver Aug 2 at 12:25 pm,False,False,True,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,42127570 - Tully Russel,42127570 - Tully Russel 30-Jul-25,,BCE/BAR,Nightly,1A,1,Other,Other,No Activity - Nightly,No Activity - Nightly,No Activity - Nightly,9:00:00 AM,,,,No Activity - Nightly,2:00:00 PM,,,,,,,,,,,,,,Difficult,False,False,False,,
,30-Jul-25,Wednesday,45437875 - Torri Allyson,45437875 - Torri Allyson 30-Jul-25,630161,BCE 3NSP,Small Group,2A,2,Departure,Other,Airport Drop-Off,No Activity,Airport Drop-Off,9:30:00 AM,Zephaniah,,,No Activity,,,,,,,,,,,,,,,Moderate,False,False,False,,
,30-Jul-25,Wednesday,40568873 - Heavenly Dusty,40568873 - Heavenly Dusty 30-Jul-25,,BCE/BAR,Nightly,2A,2,Departure,Other,No Activity - Nightly,No Activity - Nightly,Self-Drive - Departure,TBD,,,,No Activity - Nightly,2:00:00 PM,,,,,,,,,,,,,,TBD,False,False,False,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-Jul-25,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
